Ticker,Degree_Centrality,ER_Degree_Mean,ER_Degree_Std,DP_Degree_Mean,DP_Degree_Std
BRK-B,0.014598540145985401,0.03618978102189781,0.006114211803632195,0.014598540145985401,0.0
PGR,0.010218978102189781,0.03605839416058394,0.007358017660964702,0.010218978102189778,3.486925384749193e-18
WELL,0.05693430656934306,0.03557664233576642,0.00687134636382973,0.05693430656934307,6.973850769498386e-18
WEC,0.03503649635036496,0.036218978102189776,0.006893366457509769,0.03503649635036497,1.3947701538996772e-17
BRO,0.03941605839416058,0.03616058394160584,0.007329745420143388,0.03941605839416058,0.0
PPL,0.059854014598540145,0.03624817518248175,0.007058035375334449,0.05985401459854011,3.486925384749193e-17
ATO,0.09635036496350365,0.037007299270073,0.006575893577669313,0.09635036496350366,1.3947701538996772e-17
LNT,0.06861313868613138,0.036379562043795624,0.007820868114954617,0.06861313868613136,1.3947701538996772e-17
EVRG,0.06131386861313868,0.03614598540145984,0.007235941456173144,0.0613138686131387,2.092155230849516e-17
ORI,0.09927007299270073,0.03672992700729926,0.0072228395448768745,0.09927007299270071,1.3947701538996772e-17
TOWN,0.09927007299270073,0.0362919708029197,0.0069534538150445606,0.09927007299270071,1.3947701538996772e-17
WMT,0.10510948905109488,0.03687591240875912,0.006839835802919484,0.10510948905109489,1.3947701538996772e-17
JPM,0.06861313868613138,0.03735766423357664,0.006850763936461778,0.06861313868613136,1.3947701538996772e-17
COST,0.00291970802919708,0.03630656934306569,0.00724347918373925,0.002919708029197079,1.3075970192809475e-18
NFLX,0.05401459854014598,0.03782481751824817,0.007143045424809219,0.054014598540145994,1.3947701538996772e-17
TMUS,0.0437956204379562,0.037124087591240876,0.007003534956859633,0.043795620437956206,6.973850769498386e-18
AXP,0.11824817518248175,0.03611678832116788,0.00639413432388742,0.11824817518248172,2.7895403077993544e-17
ISRG,0.06715328467153284,0.03553284671532847,0.007615985171169752,0.06715328467153282,1.3947701538996772e-17
T,0.059854014598540145,0.035649635036496354,0.007764236650400195,0.05985401459854011,3.486925384749193e-17
GS,0.11386861313868613,0.036934306569343066,0.006855177415956581,0.11386861313868614,1.3947701538996772e-17
BSX,0.04817518248175182,0.036554744525547446,0.007112314907114772,0.04817518248175183,6.973850769498386e-18
WMB,0.1094890510948905,0.03700729927007299,0.007750902929414283,0.10948905109489049,1.3947701538996772e-17
SPG,0.058394160583941604,0.03643795620437956,0.006831332810683485,0.058394160583941604,0.0
RCL,0.12262773722627736,0.0367007299270073,0.007274217865244363,0.1226277372262774,4.184310461699032e-17
HLT,0.03357664233576642,0.036598540145985396,0.007533669131449843,0.03357664233576641,6.973850769498386e-18
BK,0.14890510948905109,0.0370948905109489,0.006919548745674463,0.14890510948905109,0.0
KMI,0.11678832116788321,0.03728467153284672,0.006526752910143959,0.11678832116788321,0.0
HWM,0.072992700729927,0.036452554744525544,0.007116959410523335,0.072992700729927,0.0
MPLX,0.07153284671532846,0.03712408759124087,0.007567880731255561,0.07153284671532846,0.0
NDAQ,0.13576642335766423,0.03592700729927007,0.007235272047669222,0.13576642335766423,0.0
TRGP,0.1386861313868613,0.03646715328467153,0.006442298456896639,0.1386861313868613,0.0
GLW,0.01751824817518248,0.037576642335766415,0.006983110947295404,0.017518248175182487,6.973850769498386e-18
ETR,0.10656934306569342,0.03671532846715328,0.006356163257257732,0.1065693430656934,1.3947701538996772e-17
STT,0.1532846715328467,0.03605839416058394,0.007650616539340777,0.15328467153284664,5.579080615598709e-17
BR,0.032116788321167884,0.03535766423357664,0.006677265674197408,0.03211678832116788,6.973850769498386e-18
AEE,0.07883211678832117,0.0356934306569343,0.006260614900478944,0.07883211678832117,0.0
CVNA,0.08613138686131386,0.03640875912408759,0.007437517031218345,0.08613138686131387,1.3947701538996772e-17
GDDY,0.04671532846715328,0.0385985401459854,0.007122598331301991,0.04671532846715326,2.092155230849516e-17
FOX,0.08175182481751825,0.03637956204379561,0.006980212584736197,0.08175182481751822,2.7895403077993544e-17
FWONK,0.01751824817518248,0.0364963503649635,0.0068094914778065105,0.017518248175182487,6.973850769498386e-18
UI,0.10510948905109488,0.03670072992700729,0.006636649640824029,0.10510948905109489,1.3947701538996772e-17
NTRA,0.0364963503649635,0.03655474452554744,0.0067361329796440566,0.0364963503649635,0.0
NI,0.12554744525547445,0.03762043795620438,0.007512494317531631,0.12554744525547443,2.7895403077993544e-17
PODD,0.0218978102189781,0.03623357664233576,0.007357666574211215,0.021897810218978103,3.486925384749193e-18
USFD,0.06861313868613138,0.03686131386861314,0.006516701932289759,0.06861313868613136,1.3947701538996772e-17
CHWY,0.00875912408759124,0.036583941605839415,0.007090792609522616,0.008759124087591243,3.486925384749193e-18
SFM,0.14014598540145984,0.03655474452554743,0.007175594585369056,0.1401459854014599,5.579080615598709e-17
PRMB,0.06131386861313868,0.03728467153284672,0.006621712013211987,0.0613138686131387,2.092155230849516e-17
TKO,0.01897810218978102,0.03613138686131386,0.006766281344397988,0.01897810218978102,0.0
DTM,0.12262773722627736,0.037153284671532845,0.007080326175359817,0.1226277372262774,4.184310461699032e-17
TLN,0.11094890510948904,0.037313868613138686,0.00699758475281819,0.110948905109489,4.184310461699032e-17
EXLS,0.12700729927007298,0.037343065693430655,0.0075334548204016635,0.127007299270073,2.7895403077993544e-17
PLNT,0.02773722627737226,0.03477372262773722,0.007479540497148628,0.02773722627737225,1.046077615424758e-17
WAY,0.0656934306569343,0.035839416058394157,0.00676309908374254,0.06569343065693432,2.7895403077993544e-17
EAT,0.06715328467153284,0.037737226277372256,0.007553986706975812,0.06715328467153282,1.3947701538996772e-17
FSK,0.04817518248175182,0.037854014598540146,0.007567880731255561,0.04817518248175183,6.973850769498386e-18
CORT,0.10656934306569342,0.03797080291970802,0.006507181303070119,0.1065693430656934,1.3947701538996772e-17
PJT,0.1503649635036496,0.03551824817518248,0.006900732467860885,0.15036496350364964,2.7895403077993544e-17
GPI,0.07445255474452554,0.03721167883211679,0.006852020732538461,0.07445255474452554,0.0
VIRT,0.09635036496350365,0.036029197080291966,0.00746657772884308,0.09635036496350366,1.3947701538996772e-17
IDCC,0.05255474452554744,0.03820437956204379,0.007106667826762256,0.052554744525547446,6.973850769498386e-18
TXNM,0.07883211678832117,0.036029197080291966,0.006729610488638178,0.07883211678832117,0.0
TGTX,0.05693430656934306,0.036598540145985396,0.006304746992994526,0.05693430656934307,6.973850769498386e-18
AHR,0.09343065693430656,0.03743065693430657,0.006970460317699089,0.09343065693430652,4.184310461699032e-17
CNO,0.17664233576642335,0.03620437956204379,0.0069750295327590354,0.17664233576642335,0.0
TDS,0.07737226277372262,0.034686131386861316,0.0075561094758059165,0.07737226277372262,0.0
GBTG,0.08175182481751825,0.036364963503649636,0.00631102638509197,0.08175182481751822,2.7895403077993544e-17
KNTK,0.12262773722627736,0.036686131386861304,0.0066029435549058955,0.1226277372262774,4.184310461699032e-17
FTDR,0.11678832116788321,0.03743065693430656,0.007531568620222076,0.11678832116788321,0.0
CARG,0.06131386861313868,0.036364963503649636,0.007652290544077438,0.0613138686131387,2.092155230849516e-17
AVPT,0.11094890510948904,0.03727007299270073,0.006363203886736123,0.110948905109489,4.184310461699032e-17
HTLF,0.15620437956204378,0.037751824817518244,0.006190228950223251,0.15620437956204375,2.7895403077993544e-17
ENVA,0.1532846715328467,0.0357956204379562,0.007419143962370495,0.15328467153284664,5.579080615598709e-17
GCMG,0.07153284671532846,0.03715328467153285,0.006608548743493031,0.07153284671532846,0.0
RSI,0.02627737226277372,0.0377956204379562,0.006217554569485985,0.026277372262773723,3.486925384749193e-18
KYN,0.14014598540145984,0.03608759124087591,0.006218195061054005,0.1401459854014599,5.579080615598709e-17
SYBT,0.20145985401459854,0.03601459854014598,0.0068506382441728825,0.20145985401459843,1.1158161231197418e-16
CET,0.058394160583941604,0.03652554744525547,0.007223614409348324,0.058394160583941604,0.0
TPB,0.11678832116788321,0.03731386861313869,0.007149747766482927,0.11678832116788321,0.0
BBSI,0.10364963503649634,0.035664233576642335,0.006929372665058285,0.1036496350364964,5.579080615598709e-17
CURLF,0.00583941605839416,0.03724087591240876,0.00703799893583977,0.005839416058394158,2.615194038561895e-18
CBL,0.024817518248175182,0.03613138686131386,0.006476940318851186,0.02481751824817518,3.486925384749193e-18
PRTH,0.010218978102189781,0.03616058394160584,0.00723812775917996,0.010218978102189778,3.486925384749193e-18
NBN,0.17664233576642335,0.037664233576642336,0.007830001111201093,0.17664233576642335,0.0
MS,0.09927007299270073,0.03725547445255474,0.0069238561982886615,0.09927007299270071,1.3947701538996772e-17
C,0.01167883211678832,0.03582481751824817,0.006908106204925714,0.011678832116788315,5.23038807712379e-18
IBKR,0.0656934306569343,0.036437956204379555,0.007103228934286138,0.06569343065693432,2.7895403077993544e-17
EPD,0.02773722627737226,0.03691970802919708,0.006938810397823632,0.02773722627737225,1.046077615424758e-17
ET,0.05255474452554744,0.03570802919708029,0.007290180877879321,0.052554744525547446,6.973850769498386e-18
DFS,0.08029197080291971,0.03816058394160584,0.006822188162659865,0.08029197080291971,0.0
HOOD,0.032116788321167884,0.037124087591240876,0.006938686300471018,0.03211678832116788,6.973850769498386e-18
BKR,0.05401459854014598,0.038116788321167876,0.00643198163642964,0.054014598540145994,1.3947701538996772e-17
NTRS,0.09051094890510948,0.03687591240875912,0.007416648210711734,0.09051094890510948,0.0
EQH,0.0364963503649635,0.03630656934306569,0.007611560325843647,0.0364963503649635,0.0
ARCC,0.02773722627737226,0.036613138686131384,0.007566244953995839,0.02773722627737225,1.046077615424758e-17
UNM,0.11678832116788321,0.038029197080291975,0.007556835924128323,0.11678832116788321,0.0
FHN,0.06715328467153284,0.03524087591240876,0.007094434766018745,0.06715328467153282,1.3947701538996772e-17
ONB,0.07737226277372262,0.0370948905109489,0.007663534865262458,0.07737226277372262,0.0
LRN,0.016058394160583942,0.03656934306569343,0.006529902000369178,0.01605839416058394,3.486925384749193e-18
MAIN,0.03357664233576642,0.03798540145985401,0.008073593851174767,0.03357664233576641,6.973850769498386e-18
SNEX,0.06277372262773723,0.03797080291970803,0.00672517862349943,0.06277372262773721,1.3947701538996772e-17
ATGE,0.02627737226277372,0.036583941605839415,0.007500923137874611,0.026277372262773723,3.486925384749193e-18
GRND,0.0218978102189781,0.03592700729927007,0.00714846802944101,0.021897810218978103,3.486925384749193e-18
ARIS,0.02335766423357664,0.036204379562043795,0.006522067682010922,0.02335766423357663,1.046077615424758e-17
V,0.00145985401459854,0.03702189781021897,0.008026904420218247,0.0014598540145985394,6.537985096404737e-19
TPR,0.00583941605839416,0.03608759124087591,0.006793919960698418,0.005839416058394158,2.615194038561895e-18
MA,0.00875912408759124,0.036963503649635035,0.007629145550945602,0.008759124087591243,3.486925384749193e-18
CSCO,0.02627737226277372,0.037124087591240876,0.00626707591148804,0.026277372262773723,3.486925384749193e-18
CME,0.00437956204379562,0.03745985401459853,0.007686324251760693,0.004379562043795622,1.7434626923745965e-18
DASH,0.01167883211678832,0.03591240875912408,0.006981199396444633,0.011678832116788315,5.23038807712379e-18
FTNT,0.01167883211678832,0.03652554744525547,0.005887072363926662,0.011678832116788315,5.23038807712379e-18
LYV,0.02773722627737226,0.036832116788321156,0.006881364232462129,0.02773722627737225,1.046077615424758e-17
FFIV,0.0218978102189781,0.03706569343065694,0.007002428324984441,0.021897810218978103,3.486925384749193e-18
TJX,0.00437956204379562,0.037503649635036496,0.00645470023111576,0.004379562043795622,1.7434626923745965e-18
ORCL,0.00145985401459854,0.03665693430656934,0.007151478810915217,0.0014598540145985394,6.537985096404737e-19
MSI,0.06423357664233577,0.03732846715328467,0.006682663567694298,0.06423357664233575,1.3947701538996772e-17
PLTR,0.024817518248175182,0.03617518248175183,0.007189561138457146,0.02481751824817518,3.486925384749193e-18
APP,0.04671532846715328,0.035693430656934304,0.0068264624453006975,0.04671532846715326,2.092155230849516e-17
DOCS,0.0072992700729927005,0.03668613138686131,0.007343829191658297,0.0072992700729927005,0.0
RKLB,0.04525547445255474,0.035532846715328456,0.007966874546280414,0.04525547445255474,0.0
LLYVA,0.058394160583941604,0.035810218978102194,0.006699393497708571,0.058394160583941604,0.0
KGS,0.051094890510948905,0.03654014598540146,0.006998000047506611,0.0510948905109489,6.973850769498386e-18
CAKE,0.02335766423357664,0.037547445255474446,0.007383077092108546,0.02335766423357663,1.046077615424758e-17
DSP,0.024817518248175182,0.03689051094890511,0.008307186242009774,0.02481751824817518,3.486925384749193e-18
BFLY,0.024817518248175182,0.03686131386861313,0.007227770436719077,0.02481751824817518,3.486925384749193e-18
BAC,0.01751824817518248,0.03559124087591241,0.006777105735689998,0.017518248175182487,6.973850769498386e-18
SYF,0.10510948905109488,0.03786861313868613,0.007238023664487805,0.10510948905109489,1.3947701538996772e-17
FLS,0.03941605839416058,0.03702189781021897,0.00689281993562074,0.03941605839416058,0.0
VCTR,0.02335766423357664,0.03537226277372262,0.006388189369092694,0.02335766423357663,1.046077615424758e-17
SKYW,0.03357664233576642,0.03621897810218978,0.006275451559611038,0.03357664233576641,6.973850769498386e-18
ARLP,0.01897810218978102,0.036058394160583936,0.007436590771640835,0.01897810218978102,0.0
PM,0.020437956204379562,0.03655474452554744,0.008033338297830424,0.020437956204379555,6.973850769498386e-18
FI,0.08029197080291971,0.03537226277372262,0.007160383304506499,0.08029197080291971,0.0
ADP,0.06423357664233577,0.03645255474452555,0.006766535860597399,0.06423357664233575,1.3947701538996772e-17
GEV,0.10218978102189781,0.036598540145985396,0.006916934976645409,0.1021897810218978,1.3947701538996772e-17
GWRE,0.01751824817518248,0.03744525547445255,0.007496774964515455,0.017518248175182487,6.973850769498386e-18
OGE,0.09635036496350365,0.03722627737226277,0.007883430135066677,0.09635036496350366,1.3947701538996772e-17
BERY,0.072992700729927,0.03716788321167883,0.007131961471829194,0.072992700729927,0.0
ESE,0.0072992700729927005,0.03689051094890511,0.007121192798406554,0.0072992700729927005,0.0
WFC,0.00875912408759124,0.036773722627737225,0.007477568725741771,0.008759124087591243,3.486925384749193e-18
COF,0.04671532846715328,0.03651094890510949,0.008143985196586684,0.04671532846715326,2.092155230849516e-17
UAL,0.032116788321167884,0.03614598540145985,0.006969224880473155,0.03211678832116788,6.973850769498386e-18
TNL,0.00291970802919708,0.03703649635036496,0.007035429172997003,0.002919708029197079,1.3075970192809475e-18
GILD,0.014598540145985401,0.037153284671532845,0.006294905804091891,0.014598540145985401,0.0
EXPE,0.00291970802919708,0.0372992700729927,0.007134843447477233,0.002919708029197079,1.3075970192809475e-18
DUOL,0.00583941605839416,0.03610218978102189,0.006009665196765886,0.005839416058394158,2.615194038561895e-18
CFR,0.032116788321167884,0.03605839416058394,0.006779392380113663,0.03211678832116788,6.973850769498386e-18
WH,0.03065693430656934,0.0372992700729927,0.007366424111621397,0.03065693430656935,1.046077615424758e-17
INTA,0.0218978102189781,0.03651094890510948,0.0070196228481811795,0.021897810218978103,3.486925384749193e-18
TVTX,0.024817518248175182,0.03614598540145984,0.005945797912869088,0.02481751824817518,3.486925384749193e-18
AJG,0.0072992700729927005,0.036992700729927,0.006781678253527231,0.0072992700729927005,0.0
DGX,0.016058394160583942,0.03770802919708029,0.007321517375655921,0.01605839416058394,3.486925384749193e-18
LTH,0.00875912408759124,0.036627737226277365,0.006662790678567768,0.008759124087591243,3.486925384749193e-18
PBI,0.00583941605839416,0.036686131386861304,0.0071837949848727045,0.005839416058394158,2.615194038561895e-18
IBM,0.00145985401459854,0.03532846715328467,0.006607327087369553,0.0014598540145985394,6.537985096404737e-19
MRK,0.00583941605839416,0.03751824817518248,0.007387216258467006,0.005839416058394158,2.615194038561895e-18
ROIC,0.06715328467153284,0.03705109489051094,0.007361761544515394,0.06715328467153282,1.3947701538996772e-17
AMP,0.05693430656934306,0.03667153284671533,0.006746862160289478,0.05693430656934307,6.973850769498386e-18
ARES,0.04817518248175182,0.03811678832116788,0.006320570011906241,0.04817518248175183,6.973850769498386e-18
VST,0.024817518248175182,0.036379562043795624,0.006700116446041922,0.02481751824817518,3.486925384749193e-18
TPL,0.08321167883211679,0.03629197080291971,0.0076969595140103896,0.08321167883211678,1.3947701538996772e-17
CCL,0.03065693430656934,0.03651094890510949,0.0068771084213766435,0.03065693430656935,1.046077615424758e-17
HBAN,0.09927007299270073,0.03674452554744525,0.007524519767670703,0.09927007299270071,1.3947701538996772e-17
TOST,0.03503649635036496,0.0377956204379562,0.007506875848279899,0.03503649635036497,1.3947701538996772e-17
SF,0.11678832116788321,0.03710948905109488,0.007386283691041793,0.11678832116788321,0.0
AIT,0.07445255474452554,0.03656934306569343,0.007074242766503508,0.07445255474452554,0.0
WTFC,0.07737226277372262,0.036759124087591244,0.006566081751685736,0.07737226277372262,0.0
ZION,0.12846715328467154,0.03613138686131386,0.006546364656018697,0.1284671532846715,2.7895403077993544e-17
SNV,0.14744525547445256,0.03782481751824817,0.007536068998807314,0.14744525547445259,2.7895403077993544e-17
PRIM,0.05401459854014598,0.03643795620437956,0.006697674173853139,0.054014598540145994,1.3947701538996772e-17
BTSG,0.03503649635036496,0.03578102189781021,0.006769843700439533,0.03503649635036497,1.3947701538996772e-17
EE,0.10072992700729927,0.03464233576642335,0.0072083252776162015,0.10072992700729921,5.579080615598709e-17
PAYO,0.10802919708029196,0.036218978102189776,0.006655031930076652,0.10802919708029199,2.7895403077993544e-17
SMR,0.01313868613138686,0.03709489051094891,0.006509165915848417,0.013138686131386862,1.7434626923745965e-18
PWP,0.13722627737226276,0.03578102189781022,0.007831361895535778,0.13722627737226273,2.7895403077993544e-17
AGX,0.04817518248175182,0.036043795620437954,0.00662585570738437,0.04817518248175183,6.973850769498386e-18
KKR,0.1094890510948905,0.036613138686131384,0.006357196145117522,0.10948905109489049,1.3947701538996772e-17
CMI,0.049635036496350364,0.0370948905109489,0.006838183271382024,0.04963503649635036,6.973850769498386e-18
WAB,0.01313868613138686,0.03496350364963503,0.006991598695122742,0.013138686131386862,1.7434626923745965e-18
JEF,0.13284671532846715,0.0365985401459854,0.00795074039549288,0.13284671532846715,0.0
HLI,0.19124087591240874,0.035605839416058396,0.007294535071158763,0.19124087591240876,2.7895403077993544e-17
CRS,0.07883211678832117,0.036467153284671525,0.007057806621631492,0.07883211678832117,0.0
R,0.16642335766423358,0.03640875912408758,0.007202245371225318,0.16642335766423355,2.7895403077993544e-17
QTWO,0.10218978102189781,0.03798540145985402,0.007589822858842548,0.1021897810218978,1.3947701538996772e-17
MC,0.09635036496350365,0.03748905109489051,0.006809112108382119,0.09635036496350366,1.3947701538996772e-17
CALM,0.0437956204379562,0.03675912408759124,0.007251573131136311,0.043795620437956206,6.973850769498386e-18
WLFC,0.10072992700729927,0.03678832116788321,0.007901159522004755,0.10072992700729921,5.579080615598709e-17
LMB,0.07591240875912408,0.03671532846715328,0.005943099997432463,0.07591240875912408,0.0
CBRE,0.08613138686131386,0.03767883211678832,0.006808527205771863,0.08613138686131387,1.3947701538996772e-17
MMSI,0.02627737226277372,0.036,0.00704632891737506,0.026277372262773723,3.486925384749193e-18
RL,0.00437956204379562,0.03602919708029197,0.006511761537544246,0.004379562043795622,1.7434626923745965e-18
SLM,0.01751824817518248,0.03823357664233576,0.007183914848137011,0.017518248175182487,6.973850769498386e-18
SSNC,0.00583941605839416,0.03689051094890511,0.007338550944784687,0.005839416058394158,2.615194038561895e-18
COMP,0.00291970802919708,0.03687591240875913,0.007159676764625871,0.002919708029197079,1.3075970192809475e-18
KOS,0.0072992700729927005,0.0376058394160584,0.007683242875679029,0.0072992700729927005,0.0
TFC,0.0948905109489051,0.03672992700729926,0.007004964097619871,0.09489051094890513,2.7895403077993544e-17
CFG,0.1240875912408759,0.03554744525547445,0.006945260404636088,0.1240875912408759,0.0
GMED,0.01313868613138686,0.0382043795620438,0.007154969730222698,0.013138686131386862,1.7434626923745965e-18
COOP,0.020437956204379562,0.03762043795620438,0.008070593652688708,0.020437956204379555,6.973850769498386e-18
HWC,0.07153284671532846,0.03683211678832117,0.007949657302708756,0.07153284671532846,0.0
SANM,0.00437956204379562,0.03597080291970802,0.007183390431589621,0.004379562043795622,1.7434626923745965e-18
MWA,0.04525547445255474,0.035474452554744525,0.007616776565692713,0.04525547445255474,0.0
CASH,0.17372262773722627,0.036423357664233574,0.006569343065693431,0.17372262773722635,8.368620923398064e-17
NOW,0.010218978102189781,0.038,0.0070501009156179375,0.010218978102189778,3.486925384749193e-18
BLK,0.05401459854014598,0.035839416058394157,0.00652330530516296,0.054014598540145994,1.3947701538996772e-17
BX,0.07153284671532846,0.03708029197080292,0.007406133616607811,0.07153284671532846,0.0
LITE,0.010218978102189781,0.036394160583941605,0.007345587764452211,0.010218978102189778,3.486925384749193e-18
VCYT,0.01897810218978102,0.03576642335766423,0.007243018522200141,0.01897810218978102,0.0
PAR,0.04671532846715328,0.03534306569343065,0.006951208945000982,0.04671532846715326,2.092155230849516e-17
BKE,0.00291970802919708,0.03668613138686131,0.006830497687309322,0.002919708029197079,1.3075970192809475e-18
PX,0.058394160583941604,0.036613138686131384,0.006350420048897469,0.058394160583941604,0.0
RTX,0.0072992700729927005,0.03715328467153284,0.006167077146129583,0.0072992700729927005,0.0
DUK,0.02627737226277372,0.037313868613138686,0.008214585737295466,0.026277372262773723,3.486925384749193e-18
MMM,0.01751824817518248,0.036394160583941605,0.005637804702656316,0.017518248175182487,6.973850769498386e-18
SN,0.0072992700729927005,0.03702189781021897,0.007459770472701346,0.0072992700729927005,0.0
BKV,0.00437956204379562,0.03702189781021897,0.007453996745057559,0.004379562043795622,1.7434626923745965e-18
BKNG,0.00583941605839416,0.03534306569343065,0.006775564991602778,0.005839416058394158,2.615194038561895e-18
APO,0.0364963503649635,0.03541605839416058,0.0075232751669422225,0.0364963503649635,0.0
SPGI,0.01167883211678832,0.037182481751824814,0.007476877763116398,0.011678832116788315,5.23038807712379e-18
MCO,0.0218978102189781,0.0363941605839416,0.007034205146443033,0.021897810218978103,3.486925384749193e-18
REG,0.04233576642335766,0.035328467153284665,0.007229631681164918,0.04233576642335765,6.973850769498386e-18
GLPI,0.00875912408759124,0.038000000000000006,0.0075542146838946545,0.008759124087591243,3.486925384749193e-18
JLL,0.04525547445255474,0.0377956204379562,0.007925357232065321,0.04525547445255474,0.0
COKE,0.010218978102189781,0.03614598540145985,0.007009265127670953,0.010218978102189778,3.486925384749193e-18
ADC,0.05547445255474452,0.03776642335766423,0.008246847283099271,0.0554744525547445,2.092155230849516e-17
FCPT,0.03357664233576642,0.03592700729927008,0.0077301003996575225,0.03357664233576641,6.973850769498386e-18
NFG,0.00583941605839416,0.03582481751824817,0.006753686741484849,0.005839416058394158,2.615194038561895e-18
BCSF,0.00875912408759124,0.03791240875912408,0.0078202487759746,0.008759124087591243,3.486925384749193e-18
PNC,0.1751824817518248,0.03703649635036496,0.006905721904119506,0.17518248175182483,2.7895403077993544e-17
MTB,0.15182481751824817,0.037007299270072985,0.0075994459935993085,0.15182481751824817,0.0
TPG,0.02773722627737226,0.03646715328467154,0.006806266163689883,0.02773722627737225,1.046077615424758e-17
